CREATE_2D
18
-91343 48116 -54239 83442 -99252 -49138 53672 -59689 -30218 87516 97361 57517 14498 33061 -3954 77100 25581 9620 
71923 -62190 -40433 -55806 -61495 -68682 71829 989 -47114 -21140 -77772 79394 35569 50525 1982 44084 -20352 66701 
-1057 -89091 -76594 -40166 19634 81984 55399 61839 -80460 -11700 73435 -8026 -69157 2952 25606 88756 -69309 69701 
-17444 85682 50403 61754 -20375 -14045 -85591 -58111 -66161 71308 28424 17009 -23745 -25829 64687 63567 -51638 63249 
97294 -69041 77734 -44965 72024 9659 -97098 75781 -10736 57334 79547 94083 -76910 8824 7084 89381 57090 -71871 
87542 61849 -37304 -83594 -39188 27449 -85321 84339 -31586 85254 24377 23815 -41275 81511 -32268 33319 20979 -38474 
91133 -81175 68860 -26643 -90441 86559 -38168 25930 99610 -25528 -47958 20348 -10734 40009 -73244 70371 69981 -67366 
89574 59545 -68562 -22013 -80162 -91560 20704 45761 -82870 -87676 77166 -73044 -27789 -1430 -50793 -39732 89754 8191 
-18469 -54589 -35106 -18296 -93487 77795 -43786 -86507 -49805 73045 67719 54336 27080 -35535 -52858 -97851 -61179 -33629 
-5338 -1175 59832 -57127 -24300 26140 -70173 -38650 -535 -86466 61203 87261 62317 90148 68829 -9339 -45513 76532 
84064 97665 47325 81324 -35826 -69525 51006 80310 8685 18539 -9264 -52827 -89296 -84345 1156 -94787 -57349 25237 
99924 50418 57947 -62602 -33504 -47003 58965 94460 -65140 53891 -8674 82221 -29766 -51168 -48520 59531 37854 29048 
-27348 -66549 98535 -48318 65005 14241 14078 -34467 28088 92498 -82426 94803 93092 29247 -54260 -99499 31564 -12403 
8451 -965 32608 -46607 -7815 -2662 26326 71658 92915 -77469 91327 -17134 22963 98538 39267 -84005 -156 -57016 
-25282 -33293 45912 18715 -6506 -71725 -43723 -76499 2068 9886 37433 42656 61485 86021 -5535 5845 24370 -45775 
-21637 -35734 -54106 64210 59255 -20744 -54814 -15768 78487 95846 59155 -6356 -52870 -65556 44293 35756 -6449 73283 
-46121 57290 67808 53265 -10699 -77858 64260 91463 -60100 38116 -77527 -68758 22074 -56007 -27212 26674 -31573 42109 
28733 -42257 9243 -6330 -193 -71514 -4903 55549 63772 -73311 95974 -11949 -78023 -38605 51845 -75037 -30328 -7345 
SORT_2D ascending
-20151 26704
-78290 -24516
-18006 19888
-91015 -97761
1636 38541
-38053 -95998
47013 -56212
88373 -74328
88172 -56701
79003 -63093
63856 -16229
56572 85407
55872 -41701
-77875 62262
53908 96087
-56676 -26622
785 -60247
-67744 29263
65447 -40147
26487 -78293
-99684 89904
-16895 -56091
32624 23492
74855 77779
40177 57948
-64543 -24117
-47437 -4986
18962 -22294
-78895 -7094
-49728 67819
-6000 -8724
-42824 -74759
2360 -67826
-72430 -49180
15472 -62687
10789 -35178
-3694 -64811
-30229 -87854
23539 91952
-50731 -63093
72793 34515
68212 -882
17771 -6788
-76304 52664
-32119 41471
87249 5854
-17998 8058
98277 53717
-43017 -48037
55401 -29290
-62675 6103
5713 64991
86298 -99632
-29349 -41790
54061 25875
-22346 -8129
-73807 89363
65180 75031
97326 -21385
-26935 57633
-88531 14226
-53275 25671
-89071 97355
-96213 -12232
-64945 -61697
30147 98195
-44934 79895
82064 35575
-72934 -73576
28850 -21591
16626 -47047
-12888 -67056
-67122 87186
-50852 67277
-38361 -70836
11492 -53086
61388 51187
87376 92246
-1668 60385
3062 31528
-10464 -63442
-34481 4979
75399 4893
17103 -11942
-39397 2820
42811 34899
93233 -7433
-66425 -75886
55072 58595
21825 -22533
-1257 32314
79974 -21811
-8804 -23941
-10796 -71004
-4341 63150
-17226 55859
25325 -37382
-89385 38493
76250 -87460
92914 -42614
-93864 -90281
40617 92217
-92729 -59152
-67166 91923
-55591 -60767
43409 -38909
17563 -14392
-85020 27501
29538 -8273
11764 -17613
-26960 98600
-75667 -3160
-77340 18624
-10309 39905
54960 17966
19080 -64909
-57485 45833
32149 -65407
-43909 -48467
-36830 -21065
-14610 -81684
-25425 -21604
77007 -69154
77007 -50549
-62313 -44395
-19641 94224
-22056 88010
-24865 84475
32117 46408
85734 -38570
-35323 64014
-96108 94159
-31927 -82365
88832 -33595
82531 46329
-24938 1906
70566 -35957
-86395 -18407
-99322 50102
33209 43854
54211 -92666
-49601 -30293
54729 24887
-48752 14127
-1620 42541
-99176 65684
-62032 -14716
94135 99556
-4870 67571
-52948 -58180
36957 31697
25636 -84548
6740 77759
-37170 24064
83620 99035
-96673 -92142
53368 -75594
-15386 36904
-51407 -5525
-112 91264
36157 39784
-9461 52706
20598 -65696
-70933 -44677
99981 56955
2752 -28728
-29880 93509
72974 23004
21875 -89018
72677 93612
78061 -62361
66894 -97457
26849 3444
62513 79869
-81304 15470
-84028 -17546
-61785 12221
-75133 20448
-8333 -4599
-26821 18894
64745 28138
-6045 -85005
-19745 -31972
-50398 81740
-18793 78456
-70480 -88557
-88895 61000
-27838 51725
97971 57114
65726 39362
-25923 3713
28589 -19661
68672 -46922
71397 60276
64411 -16869
-55134 3195
30968 43661
-35709 93320
92056 -98258
60740 -30198
-86058 48072
-32760 15055
11417 -62343
98325 -44652
-6110 99030
-18165 -15173
-64508 27300
-38798 30186
59269 9704
26091 -45739
85480 -82704
1422 -95346
-88666 -36892
-15093 -80444
-91937 -22363
-39675 -23793
-48837 -83654
5256 50171
53618 35467
82162 -51245
-48028 -94065
87636 6989
-85164 -89544
95984 -37149
-84359 68916
-34764 -35097
-31677 85254
9688 -56767
-49724 84308
-89588 42423
-93021 78996
-74766 15548
-10032 -8473
-15751 59903
92470 -40465
-94801 23958
10619 53390
-86961 -58668
-20568 6146
-39228 -26926
51344 -22278
-14053 -18392
93012 16433
92496 19921
56246 -3573
-56073 56297
-61238 -81434
64264 84802
-63123 -87165
51563 -5802
85571 -57633
88010 -489
-28117 50526
-45194 -1022
-36438 90106
56745 -97105
57529 23321
78441 -89128
91635 -49997
72490 -4561
69265 -87485
33239 -72617
81046 86186
30629 36120
10151 -4603
52817 -36456
-39771 -33568
-5348 -42601
-30538 -47726
-53961 -96611
-84158 94423
62170 -21055
49823 51443
-94639 14578
-76624 -37191
-64195 62015
-38876 5019
50038 67611
-55910 -15394
-9107 -3921
35521 54146
45441 25384
-31057 95065
52771 45177
-17850 -33644
52831 59002
23584 -26273
-10352 53653
-27658 -26591
-51857 -95405
93107 -67882
472 -11851
71922 66034
59273 -82388
37463 -46939
56412 -77998
-29299 -3888
-56502 -8973
-94353 66524
-56178 -89796
-18601 -85994
-77075 69671
43430 66121
-37503 -75477
1639 -28736
-6993 -27240
10765 -44286
3205 63476
-13134 -64285
11093 -54592
-84776 79161
-1230 61154
-10186 59430
41938 -60261
-41 44435
-85730 -62495
-44529 -45985
19600 -99092
-42562 74568
68131 -2039
-51057 -41772
6849 -60958
-32416 -68841
16005 -44764
36182 11119
83991 16788
75550 -62245
14661 -19597
-23990 -77421
-82529 -65535
-58654 -39471
76749 53596
-49312 -25820
-33012 24947
-80723 32273
-92307 -16850
6699 -33847
3103 63075
37301 -92728
-75230 42361
-30244 66945
-2522 37316
57185 -32347
12584 22061
8719 87907
77174 -35380
48483 63493
-51874 12394
31789 40038
16106 3241
58876 -5520
25730 -34878
51063 66084
-12080 -12333
67913 -1812
23542 -14761
-43743 -59507
90466 83315
94948 -59648
-65287 -78028
-45176 -18001
76875 46421
-35264 83050
25790 -21481
64474 -65378
-26994 6320
-5360 74726
-53417 -78961
-38231 6225
50823 80824
-29957 55002
96353 92207
31573 -62063
-19668 -57638
21658 -89601
86005 -96331
-97431 -1628
-48715 -23360
-55770 -75689
-48341 39410
80805 23902
81487 86019
-45328 17375
24625 43611
-50272 91877
73426 -18707
-51165 -9555
59413 -70875
16734 98043
46829 43492
42675 42812
-87897 22047
-68685 87796
13384 11093
-83037 53861
79960 56711
-21670 92321
73359 24978
81334 11590
-228 -89827
-97033 40817
94024 -71408
-64136 -30163
-9695 31757
48987 19248
69363 -33990
38380 -22466
84449 -81500
-66156 25362
97732 -34474
-31178 2408
8660 34122
-62466 51714
88662 58471
68518 58192
-93360 49398
-87361 89536
-40363 60556
-76618 -59589
-2756 -2371
-61699 29960
-21625 48052
47045 63480
54522 -68006
99036 -93747
85332 63966
-42840 -74857
95835 66645
-96706 89153
96644 45928
36098 83200
69364 -30607
-23328 -37833
79349 35335
-16448 -45230
-44014 -29640
-18043 -37525
32929 -10184
79554 -90898
-79947 -3766
-9585 -23689
3223 -23285
-30456 -43586
-89900 -77601
-96213 4919
48360 -99599
-41151 -65197
83319 -30761
99118 35355
24791 82568
70885 -55318
88429 77289
31646 44521
-36703 -48331
-55933 77840
50159 -99314
-2846 71649
11120 -76776
-51033 -40155
-74428 -78521
-92872 -79930
76685 -90926
7325 -42955
52898 -36184
40215 88549
-75288 64537
-43049 55175
32394 -76705
11565 48088
83620 12615
29266 -62209
59916 68083
-1973 78298
-39620 -91208
-42432 -83301
55054 -71082
-92778 -66928
96970 74890
49260 -422
49642 64399
-34819 23990
9656 60496
-4698 22904
3588 94013
-61884 -56475
3838 4322
23387 32989
-45663 -68331
70101 -90295
14219 -65804
-24502 39462
-71153 -3547
74828 22937
-95195 -84291
91921 10734
-66893 -4545
-31317 55304
5991 -31009
-91549 45938
-10265 -38455
61603 31675
-6140 -62924
-12037 53979
-47534 -20074
37802 -53592
-40849 20655
84313 -55770
-63558 50513
84551 -3340
-2912 46226
82730 -77926
-63057 16008
-40262 64990
96396 -18399
93935 -1192
20832 76497
32210 15070
-72440 -9729
11370 6743
-85311 30922
-26572 18628
21134 -25711
615 45291
37655 3282
-66492 -53858
99265 52257
-50925 -95570
-84475 -22770
98796 -35853
-30827 -98698
-36647 -39377
-35715 28719
-64976 45116
-65252 90640
22311 -2824
-56836 -38198
52302 -88491
75541 -40089
86006 81374
87546 -17418
1218 -67855
-64095 19314
21525 -74818
90659 -12429
-35868 34206
-57502 91950
13056 -70773
28135 71300
64022 -20472
-15871 34355
-6606 26792
-65888 -8313
-55142 50049
20676 76475
54633 36921
304 -35480
36442 -43963
-27495 -37161
43435 12988
-21429 -98198
-2291 27096
14409 -160
-23098 64912
7189 81487
66187 36045
95243 38013
52073 13013
21751 -28254
74518 -45876
97531 -50797
-28165 17526
-77699 -11399
-20994 -7743
-56043 -89893
-47607 78496
49190 20613
-19439 22329
-72596 38488
-34177 -62236
-67095 48212
8491 -68490
-82144 -48568
-97470 -12376
-24999 -57408
-58495 -32323
-83485 -23463
-4879 48571
73766 -26493
-48131 -11411
-53024 -17409
-47815 36515
7917 29286
74671 -59891
16265 14116
3493 -31988
-72059 -37344
-73121 79268
-20678 -22032
-9618 -46483
-51437 -25092
5132 81016
86946 90371
7112 -7103
-9033 21100
-49264 -65645
68438 24139
96337 83391
-7277 -59938
95846 94436
-60977 95789
71014 54097
-67218 75262
-12139 68408
13994 98108
-75867 -52702
39073 -30766
-74655 64212
-44822 -92834
17982 -63353
-93156 -82727
23362 -88045
38774 -19042
23714 98713
-50222 -41063
-48574 84049
-55176 77007
-12273 -27470
75003 49882
49354 -94280
-58361 78957
61275 -52454
-62356 -86444
-16514 -69056
51651 49506
-28995 -39264
32008 -69104
93776 73431
96758 -27931
81770 -19677
66016 64825
96740 27562
-27210 38146
9102 40466
-96985 4824
-37179 33652
21285 -33838
47402 60573
94873 70745
64747 -39822
-71935 -75329
61302 -43132
-59912 10460
-77341 39303
93797 85957
92555 -62227
17552 -66787
12440 -72528
-6606 63660
-13631 884
-72771 -64970
-37567 -59063
-16404 4433
-27545 54860
79919 -34198
-87882 -50202
16129 48649
80270 -85677
-32526 -66682
18284 83345
-49388 -55582
-60695 -55330
-87396 -41170
81983 49962
50712 -96443
83503 24901
-72180 -87162
10373 26423
54070 -34813
-4940 8223
37601 24833
81799 34497
82225 -16681
-74081 35592
-74387 -50511
74796 -19824
74564 -14650
-23752 -7973
4830 -51297
9305 3565
-30542 -38498
-62407 60577
-32025 19524
7392 29346
-38700 98645
-54622 -25880
-10624 -27502
54194 28976
-8335 -48994
47324 98429
63975 -95229
74055 51460
-14454 66744
-28647 -19083
-85601 37156
-32027 1996
42826 43232
83753 68119
60803 45390
-91188 50345
53355 -82029
27670 -50301
4885 754
-35233 97072
-85103 -42551
67658 -2925
-46210 -74548
-69216 52500
-75757 -36655
-89391 -56350
39361 -33251
-28746 83958
56646 -56859
845 28170
46289 82764
-3301 -9742
-28844 -37247
27712 57264
97245 -99787
-42901 8891
-29794 -52769
-26820 43915
1142 -52354
-52321 20005
82516 -44250
-53067 65266
-38780 50997
-28333 99160
-42726 99638
36148 73976
-4984 -59684
26446 79827
99283 91103
-92574 98965
33893 -51479
-74187 61341
-61380 91352
-40323 55892
79616 85866
-17119 43352
-90947 -9099
48936 -64953
-17686 13873
46379 -27659
76363 -89386
-48952 -2996
-69791 -12447
44837 546
6952 62587
52620 9667
-59282 -37376
13206 43230
2775 -12830
-93358 53968
17645 -84863
-44628 -87975
94994 -12736
26389 -10915
-63155 96201
33330 -4441
-4489 26399
74206 63374
-27397 86677
39644 81161
1612 -40644
-49039 -25677
-91866 53003
-96224 -95145
62297 42207
33581 -56125
-99167 84180
68582 -28290
-65998 -95977
-50858 37890
-84951 -99080
-98635 -45711
-53272 28271
-88746 87320
98067 90524
53676 -35842
-53110 11456
31602 79804
-13350 30829
14188 -26672
43284 31383
-93691 18400
-8390 -47254
5110 -98767
-50857 96671
14512 4756
-43015 -64535
83719 12441
-23597 -77513
-95238 -13529
84729 -14627
-94663 -35601
-38722 -12354
22550 76129
71451 -28272
56644 -3635
-68611 56374
-42125 -25731
8537 -3647
82961 -57657
-49682 81970
1154 -12034
-45043 -44639
-63363 97192
6253 -93985
-59184 -34972
-19779 -27451
88625 -61317
-76547 7591
81828 -85956
-64718 64240
-55514 -14046
82591 -30563
22856 33363
-99336 -60567
-87408 -95227
-55007 66390
-93122 88728
-33851 58384
-82794 -70178
-7687 18519
-68804 -93071
34781 18435
-28819 94920
53559 13208
-74823 -58490
43013 4445
-95112 -62098
-15345 -69782
58871 87106
78579 -46467
-87675 29724
-18423 -76841
85401 -30966
1458 67255
57363 650
61921 -53189
74907 53426
-54512 -74158
72866 85758
-31363 -87421
-62607 -34048
-13714 -86499
17379 -69036
88802 6458
89666 -80838
16785 47604
-41545 54676
97576 -85949
-41979 -12107
23247 -88160
36605 66825
55250 -32970
-27398 26071
63814 94956
64455 -97663
49570 1480
-43642 -77605
-23582 -68999
92832 56245
82258 50968
78877 68977
-9732 -45782
-70065 63430
-2975 -35684
-63396 44898
56809 91672
-65399 7578
-83566 -60880
-83676 40467
14094 -13595
86934 -33545
80684 -43343
-38685 91263
8873 -64001
30072 37533
69737 52520
68891 -28840
-71032 24110
33265 -6498
44639 89947
-79766 68538
74959 91335
86300 -99236
18803 -75238
-14859 98998
-90369 -95349
38934 -91832
43880 61149
50030 -96336
31636 92519
-43033 -75202
-6853 34071
-8529 82251
-43893 -74513
23680 -82886
-14836 -98577
-73258 -24136
-25788 61505
-53327 -69956
-3290 61753
-56843 -71957
-75218 -68425
62310 -74713
29269 4450
75105 32058
-71787 89103
-1448 66962
86789 -18306
86897 86303
-47883 11009
25542 -74618
77445 -44018
-55636 73
-1387 -86074
34369 -72379
-29114 45916
-54705 -99516
-73586 36405
98454 -38104
-51140 6321
60332 -62939
96025 81312
83365 -78102
7029 89942
-5023 -7305
94330 -46750
-91577 -99211
-27754 82720
-15506 -72363
-59448 14051
77569 86007
-35698 22104
29843 11861
-52998 -51551
-8010 90642
-33289 99517
-53039 -31665
-2725 -10311
-44924 -83538
65331 65012
-40103 -81658
9312 -1104
-41748 -87052
22275 9354
-68271 97873
-80443 -46589
41442 61074
61889 -71754
97408 94160
-75832 52354
23298 14608
63464 -59957
-20367 6611
-45945 8044
91159 -73087
-62213 52640
-34316 11243
-65950 511
18900 -25705
69589 -36359
89003 -63972
-15931 -23516
-19637 34675
-81699 24844
60153 28096
75934 79552
-21179 10657
45630 -1493
-5317 -78206
-42093 1276
-99091 -91849
-54444 97196
19804 -22185
-5348 93132
99176 -8364
38992 -59199
45367 -28510
91432 3912
-64017 -12400
-64768 68815
60465 63478
60448 -91993
7387 42103
33629 13782
89750 -41287
1194 21768
77476 -62786
-38027 -53713
80052 91991
24229 -98490
-86134 89290
-19709 -25849
574 -93306
36850 87148
59100 27747
92547 -94871
-44269 58158
99278 -61231
-58038 -75554
74356 -49644
-60411 35180
-30010 15364
52375 -63554
56382 94337
93060 -16651
-87761 -89931
-47909 -58961
77310 50237
98103 39538
63501 -34403
-62177 -66959
-32003 91439
38250 85034
-81521 30916
-25754 93909
-74841 5797
74319 60649
814 -50852
-1402 9163
-38358 -12600
-91303 27984
-48738 -67257
81284 -27977
88459 -56637
-75968 -56765
-4949 -33642
-57958 55595
-32284 90681
-2272 -4526
60644 -64492
-6656 -19705
-64055 90916
-66784 -12977
94457 -77010
67611 36480
44042 90158
-2642 59522
-55644 31820
69804 -53694
-68954 -40994
-13610 86368
-59327 -71598
37545 59546
-66824 -91643
-80654 36709
43018 -86755
-58458 55322
9433 85459
30511 51174
-46664 -90770
86503 -82954
-10014 64514
-48166 -30256
-18610 -25163
-90712 89559
19125 -29261
41459 58186
61558 72673
40350 -51978
62887 83353
78565 -13693
41310 25667
7993 -44304
67187 90354
28054 56472
-82864 -80374
61608 -11115
-9593 88203
72385 62182
2048 71742
-21578 20513
-81744 57856
23485 90658
-37849 40870
-61842 -79633
-42932 -15399
-20517 -90669
-8213 -84561
98419 -14006
10493 -61943
-14694 -62263
82732 68100
-39658 -84513
-78498 -23925
-15232 56828
-69512 48000
43837 29453
3316 -16082
-50176 -59217
32865 87374
10935 -90738
-47017 81452
-75062 -16522
-25957 78635
-33587 -97271
-1935 -59909
-75831 22776
82630 64970
21587 -50729
38801 92767
86437 -97777
81359 1578
-8048 -68942
-60940 -64692
-78398 54885
99388 -71214
-15725 -27451
40557 -58795
-11252 -22850
-10905 -96331
69704 -41958
75515 -38594
51381 -42139
94109 68052
33584 51805
-66361 15453
-72526 15495
-55146 8072
11493 -34026
-87476 -85652
59378 -25614
-6315 72151
95823 66920
53124 -59326
28491 -14479
14665 -28464
50451 -16051
23456 7915
98101 52452
-65899 -17575
-71931 -66398
-4511 71373
-19993 -753
-99197 -50850
26669 2822
-14548 5836
-11971 -90899
-69050 34481
90845 82028
-7265 -55564
-95615 -78443
-20455 -27125
-39109 -98748
94857 -30747
86014 -9441
-4815 26747
97296 -30379
-8958 -28701
-83504 -23576
-16282 20613
-91769 -99947
-24673 -23664
-372 52092
995 7210
27473 -75804
54392 36424
-35255 -48219
-44453 82109
-25312 44189
92828 56061
-25939 -46060
-16647 80052
-69478 -64522
-88722 90924
20907 7016
89915 21116
43206 66310
37602 -22105
79093 40242
14275 41786
37576 48545
-84477 50752
8900 34279
-71468 -21631
26490 45837
78841 47110
-81396 -69541
-96424 -88016
1746 -15166
54034 -95992
52023 -59914
24211 71145
-81651 -67640
13489 -11546
90602 53896
-91631 95503
73315 -984
-18263 -33834
50818 44439
-39598 -47529
-17515 -94367
41314 32905
62431 -15502
28235 -54008
93729 20046
84515 -36007
23262 -29525
5013 28657
-8958 80764
47496 -5268
-52699 -54329
78259 -63621
-68484 40659
30992 8172
61268 -82362
-5236 5007
-67099 -19653
-43211 -15970
58781 53877
-33199 38616
98570 67453
48668 72863
-62719 89682
-27833 31001
66465 81948
-12207 11738
-28848 4077
89559 -51722
-17183 -31360
-79582 -75231
25079 46913
-71771 97710
-18021 5299
-54046 -24918
18607 -89705
81757 -35628
-90294 -57875
83958 1134
53140 -69466
37442 28371
-72598 89601
12462 84029
42930 37878
-8143 89766
-783 23358
-95920 27981
80877 12704
-60373 -88852
-45490 -63848
-25851 -90615
96072 -21581
-44140 31165
43382 -9043
-27076 -64731
-69980 20116
-23120 -75654
-24961 73664
-33835 -37520
5341 16421
16705 -64179
55230 -37350
90259 -75320
-28012 -84639
-36983 -90494
-41923 -88461
-45636 -16474
12785 -49110
-46158 -57403
-56858 88680
87478 9470
29566 -18984
93662 -95541
-49315 -10414
-8141 -72162
-26183 68920
37921 2837
-8107 -42040
60936 88268
-73974 76676
-32719 -39694
-28402 9027
-30149 -89415
80343 28969
2428 -65936
-31293 54392
57054 -49587
-22937 -48978
-6996 -40783
31599 77518
-2444 -94251
94953 6789
92770 -3334
-32907 -12495
-77368 22822
62213 -20979
-88957 -46067
98115 -48592
-77097 -34673
-99622 -53655
-32080 -52701
25068 41796
46 78020
11032 -94673
69307 37449
-78471 -5761
-675 -93130
88921 30591
96806 8863
-39248 -61415
-24266 76560
-42624 -355
9113 -13770
19555 -24515
-64336 -47220
-99122 67
4127 95651
-79220 -59198
-89692 77743
-84538 93791
-36447 -73050
8671 85225
93358 13553
25993 -50358
-31276 -25314
-79457 -54083
-81845 51217
57039 6005
97752 13182
86506 -76380
71455 49680
85322 -45588
98373 -70187
95746 52970
15641 -50402
16889 -57051
44251 58543
57149 54690
-42695 -65796
-64711 39444
-72598 -52901
-93420 15485
3262 -3248
55764 97880
11870 8470
20349 80200
-18295 -7972
-75136 -22082
87594 -94776
-57129 -37436
53563 57990
92382 -94252
74989 42830
-25796 -17268
-19466 3690
-42849 -31149
99677 -10250
-21784 67382
-48612 -31964
93945 -72121
-46764 79145
15917 -56320
-2023 -70857
-71748 -96033
-33562 -90531
-10406 73626
20558 51095
-14824 45675
80692 -60896
34836 81134
91144 -45692
-9531 7115
54812 82066
-24979 -40080
-86277 86985
-11796 790
30585 -25389
64902 41259
30719 50031
-30159 39755
81311 -92686
5828 3633
79425 37916
-34195 -37100
-35607 -58164
77147 42630
43063 -9086
14186 33293
-34968 -49457
63773 3400
-21109 -58312
-12892 73513
-10753 -30542
-41436 92981
-9644 -53725
-15276 -96396
23430 -98980
-20149 -59500
61135 -2437
-21514 68661
-69047 33678
-85273 51864
86640 -91544
69346 88745
33937 -15668
32896 22591
86837 78125
-15287 -77811
-4597 17384
13307 68209
-14178 14898
59626 -523
-73384 -21800
49952 6919
-53814 70665
-60536 -13643
-14413 -46198
36210 21942
64379 19546
17692 -28854
997 52527
-26933 -31395
95983 40031
-74705 79426
-98237 27793
87436 -84927
35474 -74326
-9051 -10768
96886 -44369
-77894 56920
-27369 18724
-6197 -90947
55625 -82842
-77186 -4748
49383 -15835
16539 64693
94950 -67038
-51673 -50192
22645 83501
-62457 -5428
86279 -68809
40312 45396
-27500 87751
-68202 -97844
-82781 -2603
-83602 -47951
-82834 -73985
7139 85330
93869 -93374
75365 71676
98315 -70952
-87762 74382
-72787 -86888
4060 -77758
20618 -25636
-56345 -18089
69692 3315
-18409 7836
-29427 66874
73151 -99259
85275 12327
83584 -84919
-16552 38034
82159 99067
18759 5727
14990 75178
26363 -77956
-46487 -31504
-24187 -44190
-37037 -60738
35035 81754
-20469 -41716
-99594 -15842
79012 81135
-60096 -88268
4013 75532
91732 -63031
-62590 -38980
-63013 96264
-47627 -12475
64922 97529
-18888 49399
44339 -77109
-13748 16050
62663 -67127
39991 -25652
20088 41144
6608 -49572
71302 49064
-12950 5637
-36749 -4469
-36208 87160
13200 -10818
44523 -34985
23489 -41992
-25597 -63223
-77026 -28024
43393 -50511
-55328 76532
68681 -57033
67078 -4185
19972 -33248
57241 -51990
87957 14720
-35452 5500
39132 -27075
86326 -73693
22179 84182
89742 75406
39297 17807
-57765 67415
-77299 -68402
-78840 6206
-51025 -54828
-91119 -65854
-83501 13450
17531 28478
-8127 36910
-2531 -72296
-53934 -98317
-2409 41370
-75440 79064
73524 74879
-31590 45587
-69345 -69075
-39721 -19081
-45646 60065
-3577 -71373
-50130 45612
-70496 5018
76840 -35675
75194 -52970
-60931 -95642
-17118 82624
35013 33179
19952 -53904
-66743 -22368
-46874 -43191
27484 43008
-22186 -62988
92698 48507
-95893 -98
-25677 10411
-32115 -50241
88596 38657
39106 90521
-54814 33802
-65702 52346
-3785 67899
-28762 11891
93840 -55909
72535 53039
-56236 -52390
-50164 -23442
54298 52457
14105 25614
23420 -96103
27459 99015
74258 -73125
-4227 -23771
82650 -88953
39196 -67276
28578 -81659
44965 80747
-11745 66556
-64689 -1918
-53224 40964
-96785 -67011
62066 44707
-13217 19251
10614 70862
-4609 31321
34391 -51041
23469 -17584
58321 57515
59527 97935
89238 28840
-78418 -96228
63639 72194
-50217 -82864
36430 -70678
-8369 83284
-70322 -83965
66598 64751
-31937 -71055
44510 27582
-35855 98901
29705 75594
-984 333
92954 -65808
-85674 -4903
94585 -82306
-8746 -8840
-41692 19169
39701 13125
-56382 16727
-57615 -41714
-98114 13578
-1788 69053
98768 87260
-99996 -79148
-12355 53202
-25802 -95949
41403 -1241
55990 -66043
-41022 -12083
-22567 -10559
-44384 -47020
-18035 -9710
-98286 -61088
79211 -86901
-20382 50129
20741 -1509
34239 -98434
-60134 -5906
15011 10906
-27156 28269
71756 96127
-53326 70643
-40061 14935
29164 -2098
-72061 83285
3879 -71818
-38244 59913
-51531 57501
6233 -81262
60820 -79094
78629 4232
43949 -72230
85803 74752
9470 -11438
46957 -89513
-32277 -81323
-94678 85933
35113 -46390
-98995 57063
-81403 -60299
31411 69037
50126 -28634
-16802 48845
31915 -42433
59573 24497
5897 -36072
-49660 -2326
-72798 65120
83596 -43753
2504 -95793
11563 -74417
1958 5038
743 96771
67234 -44673
-17704 -53162
-63150 45996
-2760 -26627
57151 -17367
-52453 1882
28516 88872
50157 17056
95847 22770
-10283 60257
-90668 -41128
-77108 -48051
54871 95436
98909 -89717
48301 65204
12104 -17508
93511 -86283
-20940 -42215
-53398 68065
34153 -90390
-26931 -1878
-27303 -90958
14942 73523
51874 23107
-50483 -43050
-32821 62401
55335 -94139
47860 32448
-70030 79129
-47451 -10782
-11264 5899
-12735 -10405
8206 53676
47412 -75974
36319 -22931
21764 69962
-7584 80449
20485 -7573
-44663 -37875
55067 -20002
-55842 -81680
59344 -32891
41975 37195
52402 -88800
38633 11097
-33796 47992
5840 17970
-14848 54811
82277 -72103
-63515 -28140
-25694 5047
-15215 96893
-52537 -48327
-17170 -47951
-89375 -70750
52941 37809
96809 -46274
24559 -24737
28126 92686
92420 65646
-86130 -55167
1697 32399
-99292 55731
32570 -4869
-67992 -89369
-16036 81616
20627 40339
-46561 9502
28508 95311
-82577 37398
87175 53363
-16499 -56226
62878 -82409
-62195 -45321
-69769 -93567
57898 42661
65936 98938
-58056 -98571
5641 70532
-15559 87002
-19086 18383
40978 26614
-12056 86675
63633 -72780
-23752 -90542
22097 99950
-20641 44564
-69408 21104
9531 -78369
60705 -35239
40096 8809
-65241 -81066
713 58609
-37246 -64299
-53457 66114
7686 13979
-59078 89500
93097 67743
-87804 84972
-53007 76010
-45728 -48093
-73228 -53988
33755 275
89546 -99988
-89295 32819
20696 -20624
16225 -4522
-82748 87112
61704 9213
-54303 81622
78107 16191
30926 3445
-63581 -11951
-84427 -26781
75275 -70913
11346 74081
-88288 -77090
22730 99920
64837 91815
-63921 -54353
24353 -37259
-71257 -77055
-18424 90704
29503 59681
-86449 -18132
6832 96135
71718 88676
76855 85507
-23735 -81518
75110 -62688
-15344 23063
35853 -29532
82098 -6034
-72606 34083
-78434 12359
-72012 -82548
24936 36992
19093 -59719
7506 -51481
33028 26663
72804 -41008
-10356 33704
-92454 -71295
59622 28670
16700 24074
19669 -97841
-55234 -10168
99845 93561
-50747 -35621
-98215 75076
27388 61982
-96190 -31786
-81264 48549
-76783 30216
64831 -98783
-69998 38445
-88671 30807
59600 3929
60585 67445
6269 79304
57994 69635
46709 -75188
-28000 61267
-14128 -73530
58117 -16207
63620 44273
-39538 15438
-21202 57763
-36540 -1278
13266 11392
-72087 -9872
-94686 -61557
-38153 51823
-19614 8418
31649 -70795
17636 -29147
34473 83546
36299 -59207
-9343 44412
-7403 53964
