CREATE_2D
19
-51515 -17925 69464 -55491 20800 5092 -90952 95658 638 95690 -40568 -49301 77685 -22546 61253 1029 -79653 -4853 -53424 
52229 51558 -23316 36884 78957 -46612 -83379 57096 22991 -24499 -49824 -60500 -58050 -14043 -59669 -69228 44818 -95018 -98315 
-8744 88405 19913 -80463 -98657 -48405 58981 -47116 6586 63226 51468 -1280 -34095 16830 -78160 13499 -22685 -57615 -32816 
-58214 -6761 -54622 23338 -14004 33221 78831 -64307 42178 17616 -33299 -68468 57139 97849 -32147 88708 42684 89868 -43335 
-44383 -26724 -8838 -84810 -10419 -35400 -62500 53022 55594 -60623 -46525 96835 7648 -89446 -89415 63658 -62533 -62856 67383 
-60583 -27612 -16538 -5635 12381 -80279 -80558 -56449 -68599 12394 88490 67116 44413 27620 98393 -62337 -83441 94765 74365 
-27535 -7959 -24731 64719 -83511 34438 -99677 31016 -42282 -12698 7876 81335 -53944 70279 -94547 -34870 -8321 -9343 6336 
-86937 -78747 -994 2031 47753 -45533 -78022 23912 -9949 -70741 55855 55079 40226 -88196 91774 -6434 35640 13536 -12532 
-88129 44828 -1579 -43391 76559 77300 44092 46423 -52332 96640 39355 -37891 -58936 39527 -31695 56323 -89524 87824 -30611 
48505 21209 20671 -17685 -12397 -49789 -38650 -12913 -88703 71452 89976 -69639 -49734 61801 -14735 18754 48355 -55126 -54725 
-306 48728 -40213 -89843 -58856 79161 985 -82417 -74057 -17591 62458 -98047 37897 -59036 -68013 22249 9661 50002 17451 
21635 -79335 82362 32913 93801 40298 -43521 -94090 -92437 -15677 75873 67240 27068 -62203 93942 -23735 -91862 -68247 -37622 
-87042 94399 -61613 15641 -24229 49882 -21588 -47923 10320 -80354 36820 -51228 -41495 12158 81966 -2538 -86261 -90386 -18210 
-13087 80758 -5525 45807 -22724 81012 11694 63906 24545 -61032 -48338 67347 -73789 61108 -8470 -10127 63759 88377 97183 
99408 -57926 96606 448 34819 -3814 24687 3670 -2926 58265 70238 14478 63981 55972 -60187 -74531 -80965 43166 -99916 
86065 65215 95892 -18904 9808 68891 18762 -95357 -65090 -71225 78916 81675 12682 38336 -97589 33083 39963 71507 -36564 
-95475 -23426 -60221 89824 74793 52064 81003 -89837 1666 92551 7134 -73307 -98871 -259 -95958 -68704 78861 -69088 46529 
97752 -38327 64625 10804 30350 59801 97069 10467 -22819 39082 -84505 26495 -42939 -45563 -39804 37502 -39242 -11645 31699 
-14525 54458 71487 78979 59149 -57628 32832 3734 40592 -17608 -90048 -11504 -39378 -39421 -54698 16907 2388 50684 90264 
INVERSION_2D
SORT_2D ascending
89218 -72722
17665 -11766
-88938 -61080
-5890 36396
-87462 -25551
-64388 -10032
-41377 95959
26150 94037
35365 -85469
-53292 13709
86214 -10229
3881 -25531
-1083 -16977
97301 34157
10589 97588
8780 -89078
-51696 -43026
46640 -36253
-35173 -63416
43541 88023
49317 56979
16053 91027
-83671 69123
-20133 50738
-97025 37753
-494 63064
89892 21941
-80945 -70884
69902 19282
51817 5399
-26442 32771
-1190 60265
-4365 -62677
97593 -52767
-57094 38367
12607 -68673
-3643 -27908
-97712 -55569
39803 -46064
22424 -1622
-95556 -11358
-58840 -524
-41182 45561
82087 -5408
95156 -38668
61327 49704
24762 -93420
-91584 53332
35886 85462
64751 50946
50000 31059
59662 -13547
-39947 34151
35364 20328
-84839 71882
63178 7905
70660 51371
33306 33482
73384 90414
-52023 -43731
-66238 -80495
43429 -18148
-29736 34244
26624 94180
-89126 27649
92348 77367
15694 -59983
-25727 -36010
-61451 92043
-29558 -15908
88413 49344
9268 73272
80379 84282
-46984 -68555
21918 72878
64776 8115
22834 -65904
89825 37134
42116 47318
58898 -4442
92533 17677
99515 68874
-51868 62687
-45593 -53714
-59358 65838
-98048 -23755
-61484 1045
12313 -15572
60944 -39235
-4326 -64022
95894 -32968
-59935 -73955
34320 17188
67281 -52190
-3112 3329
-65349 -41766
40676 15669
-39247 -84576
24952 60326
3972 -82041
-98746 -23633
-93058 57264
37616 -1791
-71743 -81058
30287 -47892
-29078 -48413
84843 34736
25674 17489
-4465 82843
-57292 12922
-85556 37637
11239 -6182
-60557 11289
-56362 -85097
-23223 -77765
25887 -16062
-20497 -52662
-49396 -15326
87398 49858
-28738 -23884
37459 95931
1038 3216
-48145 98989
-96953 27382
-54556 -69345
36958 73679
-56105 80058
46081 -83047
18073 -70274
61884 9654
-28972 -38568
-61528 -94670
96150 38591
-13670 92175
96338 52225
-38107 32908
25681 -80331
88750 42951
90011 19188
-31984 69020
-37408 65308
-14793 19083
15802 -84290
69816 -16654
58387 70960
-10391 -40131
-98452 -26023
70106 78258
49382 77184
-60304 -67493
-49174 26272
84320 -98582
-95925 26135
-95549 -17796
8464 -50745
71141 -74362
-42155 14360
-63458 27169
-92118 92272
-10484 -7699
-62234 -32530
-36529 82757
-11837 -54791
-35484 61509
27315 64159
60552 -14340
-83666 71093
36081 -25059
-60994 87620
-70108 -52508
-98218 -444
3196 2331
-46599 -68939
21178 1116
-91121 -35932
-10054 -20883
48517 12263
-6719 6300
-48472 32513
98667 53801
81214 -17390
10187 -77902
94001 -3406
-94144 -21629
-59923 56929
-31528 72462
-87162 74413
-82694 12634
45950 -49006
25030 96521
-66102 -62901
-12872 81353
19974 -81414
62018 -5254
-27584 90868
67532 -88263
-70379 -6498
21232 77041
-93470 11124
31380 -63368
-23835 -22066
84955 -21360
21845 -53158
-46842 -35141
-72926 52875
-60505 58619
-81907 66820
-29755 -20810
-97170 98074
-79464 -47636
-49035 -25712
-29179 70736
18709 -81860
50936 55511
29226 -29642
-25588 -18040
53121 -27472
65347 78772
10587 86011
12297 34308
97209 -98875
-51211 -76755
-75917 -87249
-57790 -80619
-40743 -97038
-53191 -89525
902 29707
63507 16213
98877 49936
66592 35060
-99671 -90247
14610 92752
-52619 99665
86627 38115
35200 59459
-58702 -46336
83457 47790
-36331 -76122
-34610 -5410
-74124 -81117
4140 72899
31288 -47822
-41908 76426
81682 -12371
54872 99190
20373 -66770
-43412 -98310
83971 69042
-14654 -55604
80691 62879
97702 -33153
16088 1625
74970 51768
30337 40361
5399 -68083
-57644 17266
73567 6000
80105 77904
-66298 -15743
69578 32404
52386 67950
-6728 -77529
20431 -51754
22968 -46881
61740 -74639
-84808 7290
53806 44927
-72039 -42471
-56249 67943
-25142 -44131
62762 -35585
28316 -91203
85973 92578
-34559 -13067
47347 -12241
67151 62564
-8000 7258
-34836 49543
-89271 53146
-44092 -80866
-97656 58866
-80211 -91835
49304 64852
93522 -45800
28257 -35123
-79609 -1414
93006 99839
1580 -11854
-27156 -91663
-99105 -93842
-10988 19034
-89860 -39711
-2849 -16990
-37499 71192
-96337 54816
-32719 -11353
6257 99858
-82417 20548
98275 97852
26212 9508
-6611 -43696
-36802 -68169
43637 50786
4654 22734
-22595 71712
25957 -31868
11768 -84026
98599 -52249
-85998 -23829
8728 24157
43088 89958
33323 3280
-58969 19120
87912 -83732
39471 -53750
45685 35755
-20138 78725
29456 27212
40334 71554
-81996 -49731
-67776 -46735
45483 92429
-16947 -23296
42186 35220
-21278 49268
-83070 -34922
-94650 -6824
73841 -48648
21979 52713
66288 39148
-55526 -41037
11356 -17022
17255 -95576
-9378 -69058
-69029 44212
-81293 13751
66830 29706
-84488 71418
60738 69202
96880 -41593
87437 59798
90419 -39833
76051 12106
-77634 61077
89778 62696
-43126 -61357
2691 17040
-13127 -3137
-50509 -89880
-31304 -33094
67667 18728
-25474 -11516
45853 -59683
53150 -803
-38102 94658
11187 -65244
-53690 13752
-98139 -25752
-70377 39561
78990 -74833
-98014 -18874
-90843 -21441
62453 48218
-6578 -60423
91062 -97368
-4303 -3507
-91286 14400
75474 -66452
94286 56775
83207 -64212
15713 95619
65186 -89613
-36931 58895
-35212 31231
61418 71675
-61013 -47560
-67892 40836
30763 -7556
-88260 -85015
-61332 -66807
77205 19408
-43660 -69144
-20599 -20901
50076 -13734
45643 31676
99235 -223
93006 41760
68867 -41162
894 -24728
63906 -49715
57427 38958
73935 -70414
66762 -2483
42978 74054
38465 -7806
-85882 -43329
40326 -94485
-27285 45869
-48119 5170
23201 97909
74961 22339
-89031 -14540
-90569 66490
-64767 -41307
-31260 61233
15198 16717
-53702 42425
58291 -55791
-25363 -357
75361 48390
-18360 -39577
-65530 74171
-47510 -83201
1439 -75455
-25643 45648
35176 -55435
11091 63585
56278 44112
-67075 -28884
-10517 -63264
-64412 75484
-67542 2175
22648 -85759
-21912 -61391
29934 -25435
8502 8092
-60754 26865
6062 -97195
23634 -31789
2860 36740
98520 75393
-52692 85443
-94777 -10153
86141 5800
36229 65236
18310 81735
5562 -7103
-201 -83965
84119 -55837
21569 -85221
24478 -18383
-79461 -36489
76153 -4957
-89721 63623
28610 -30789
75270 -39532
-58755 -62092
-46100 -74673
80697 89280
-11279 20041
38955 61209
-58559 34251
55876 -43276
78518 -26873
-66798 23619
94013 -44885
-26652 6917
-53953 -11107
10189 19067
-7665 -82851
75655 84856
-15539 21647
80698 14990
6033 52084
57708 -5509
-4130 96161
40133 20235
93203 69393
27246 20554
57623 -25483
-45528 -53140
30071 -4059
4449 -58326
-1918 -69177
71539 94803
-62188 78070
86839 -60254
65614 -79283
91274 -14180
36986 60487
-24221 -44127
37942 35651
-95747 -54165
-37870 32708
3567 57805
56117 58301
-24947 -47840
-79433 -75322
41811 -21511
-6307 39016
22220 36763
-20165 81344
67333 58448
46840 33958
11147 66216
69047 96020
95466 -68872
-19427 -45884
47289 -50835
-19597 95876
41786 11232
-46091 51415
27894 33905
-27835 -24517
54193 25935
-38393 -7535
8717 14734
81834 -35378
48375 96062
-67209 98255
-6638 -25542
93435 -97667
-77372 28495
-60338 -42940
2915 -57894
11534 -81474
88551 -42007
76999 14720
-70457 77572
70287 -71800
-18583 -26831
38998 -78422
64715 -24912
16468 -25770
77249 23637
-1200 32833
21758 -17712
47664 37356
96434 -84419
-23770 28629
-79058 -49127
-11165 74205
55323 -48039
7954 -55680
68441 -19285
-51849 -26776
-35491 74478
-33311 48821
-86611 -18459
73294 87313
-46554 56570
-88104 38809
68635 42322
-92996 -67091
-81404 -78950
30136 2171
-98200 40199
34222 13919
71197 67976
-91439 27921
4153 -93495
99769 -11250
192 14009
-8148 -23722
83324 69313
-3356 97650
16574 93445
-30934 54039
84226 91327
31400 42244
-69943 4638
-56863 -70623
-48594 -58079
-2133 9793
5416 -95652
50189 1177
5851 95597
49876 50913
-69719 48296
8074 -2010
83756 52085
13470 66908
-22905 14175
-67266 43099
-39669 -6841
4846 54321
79754 54495
-98567 85352
-76077 1560
70214 -11344
65311 -43319
6902 46532
-17070 61909
-3990 -82611
-59702 64560
-48951 -79977
79202 -33105
50410 57798
59826 1807
14591 43459
-12681 96057
79655 89265
-94728 73205
-99876 -89984
90274 15012
23824 34482
63843 63784
-2217 -16344
59775 -82175
-26948 97707
48819 -60587
-57325 86815
72579 -9130
-37768 -8437
28439 -36796
-22716 -13530
14483 -69611
62844 -73790
-89331 27618
-83447 78365
1403 -5883
28323 34917
-41140 -63427
96627 -27659
25548 89940
10030 44205
81394 -27873
-19343 -70877
71051 -17122
-26559 -89070
-35271 22006
-46774 18068
58650 79352
-20904 -40826
-29740 -47349
-75077 94173
-65129 87719
-45944 61168
-53095 42512
-69402 -60144
39116 -83893
28742 17025
45470 -42028
-20834 19796
-41358 16450
33326 66241
38347 94798
-29266 77147
77350 918
57167 -59899
75202 64630
30799 35740
19397 -35847
-48149 -67931
-84644 -67265
5611 51156
11101 67752
-68956 -52314
-43713 -25880
-73723 -47576
35019 44179
-4823 -49497
-1183 -82809
-50494 -37776
3336 -5703
38299 -16407
89612 -5933
-29412 97749
47508 39482
67439 -46714
51249 45951
-84736 11465
76557 -42363
-14872 26498
63907 39755
-11250 -86674
5008 87323
32206 20999
8507 58681
83686 -28597
54148 -66917
55796 -28995
38875 -98119
-19699 4853
64302 -61715
-17589 -56137
-43256 -69111
11208 -73757
-20513 30788
91402 -7640
-27768 65049
58912 73970
71301 -58869
-57379 -62714
-32968 -5003
31633 6779
69208 -88993
2998 29137
-10717 26815
31030 -75065
51515 89154
-44956 -44585
-94070 52648
99874 -44157
-695 82165
42053 -50953
-70722 60579
-23110 -65336
66509 77677
14335 -36314
-48597 -20531
-70264 52428
-82680 27424
44680 -92131
-89075 -81924
37840 45907
53082 78964
40063 31544
-86860 -91778
39679 -15191
-13465 -8493
57324 -56997
11281 -80479
-36009 43069
42852 71817
-2424 -97981
-92340 89073
90162 6935
50178 -69919
20715 -93155
94122 6473
18501 58154
57377 -28673
-52574 -51264
87335 -15044
61763 97708
-73986 -31886
-64337 -57980
-55870 23085
95875 -55128
-12615 -56065
87145 -55028
-76526 -92837
11265 51410
-41652 96684
-1395 99393
-9331 -50317
81281 -98001
90608 -82759
76671 97926
-45473 42130
-96888 8751
9604 44330
-25376 11186
-80482 38655
-13228 9181
-97083 54490
5211 -27536
60104 99514
-56637 52350
-32598 61101
-90562 54576
63060 -35614
35235 77876
5952 -50324
47532 91658
-69570 59281
90239 34281
92422 -32651
2402 79754
-7377 12216
-17845 10157
-69099 8841
16489 -11438
25433 2084
33885 -90550
84020 33124
-18285 72461
-44911 -2121
2026 -74985
12392 19585
-16024 64988
-68777 -93113
-24478 -34047
-98833 41674
-37773 87945
6895 -58482
-92400 -40234
4681 98388
-14033 -92550
-81384 91880
-68073 -21228
-10039 -56016
-21056 73830
-19777 2484
42405 76842
-64209 -29621
75031 10925
-64777 68373
-6905 20557
-65042 68274
46623 -48158
-15038 -70481
-18022 58160
-86950 67702
12170 43377
-1391 34767
71725 -3868
-84893 -74148
43949 -35342
-81767 -76538
-24709 -11344
-98012 77496
-27993 58727
-34512 28396
16159 10232
-91967 -46236
-33722 -35577
-84099 -27018
3173 86800
59359 72491
40387 -16679
35638 -78652
-28789 12446
-77025 -75780
-40308 -37358
29369 -39858
14674 2240
11632 -67433
-71077 24504
-11246 21881
-93372 80182
-47026 14346
6213 -77523
-51775 -88527
-19749 11681
84671 -90080
66447 -65726
54798 -75644
-6656 65355
65469 55612
-22014 -74380
-33485 72766
44178 -44447
-34648 6581
87933 98011
-35224 -44170
-42620 51509
-53348 -29461
71215 -22493
-89631 13475
-99474 -87532
94947 -3811
-5617 42795
-46714 54111
48823 69521
-60324 -24195
85899 78737
-18507 -57211
15200 -4563
36345 -33952
-5973 -61778
-38491 41171
56317 71621
-30458 -13588
-47622 -68879
-98829 -2835
25294 -17901
91103 79523
-61739 -99436
51535 -63343
-10754 44699
-91162 -2897
23699 -93164
-1553 73686
-62495 58319
46509 -32255
-76518 76976
-83832 -58657
79544 -96834
-76204 36812
-5306 -95393
-21567 -97554
-73575 -70510
13796 -18700
-24138 6473
71170 -3646
-84033 -38102
-54699 24400
47129 56988
39350 -9419
-59582 -58754
-792 24247
-39508 -94701
19885 4184
65890 7656
43574 -85001
-86548 -86476
17904 -24214
-38320 93801
31608 82029
-88210 2372
-18807 -56808
75986 74660
39989 -14649
55403 39881
-6352 -54416
38684 -32620
-765 -65314
51473 30589
-23322 -15710
68081 48199
74528 -9764
49082 -98418
97916 -3864
49607 81063
70197 39878
56704 57088
30115 -17010
-53373 46350
28412 24187
45038 95426
57568 88859
46517 28046
42623 -59251
-9293 -39567
27928 53075
-19671 33749
-95177 27085
94077 -32987
39073 29376
-96084 -56461
63131 -10351
66134 32934
51481 89426
85446 -88659
73380 44178
33397 -52025
60727 52021
-95220 -40329
-5752 -35913
-30914 6644
78195 -30227
19316 -65630
24111 -96338
59058 -80939
60932 41946
52528 -67340
-27423 36169
-62759 59721
-49110 -49296
49365 9073
68624 -43757
10230 -35482
-53045 -74723
-54463 -63473
-33634 -62192
75072 13818
66202 -92562
-15034 47667
-19102 26546
51777 -80606
-65358 89142
-82167 20613
92422 7307
3154 68262
55721 -10196
47087 98391
43689 71896
-1958 -91646
-19167 54941
19469 -44288
-70035 33198
66593 -58007
-60876 -62891
20264 47020
66989 -86463
-85107 -74289
46023 -70930
-20524 -77224
-56949 16673
95638 -89705
-66117 -88062
28428 -95723
-61038 -72068
-42217 -36634
-59980 -47522
80017 -32431
49869 7838
52017 -30375
-75875 27094
-89149 -79127
-75591 36214
78313 -60198
-56764 -62896
39847 13277
38917 -29942
86637 16880
-23886 39401
94024 44503
-29183 83843
-74315 -60882
20734 47768
94540 37088
73998 15878
-18991 46375
-24439 54983
57784 -61615
36902 88835
-89188 -85379
5949 47794
-68186 -47548
29109 95018
27822 -39596
50496 77124
40612 40021
42001 46329
54637 -14851
95487 -82709
84845 -86825
-94932 -25055
89060 59170
-34967 23252
7673 96521
76885 -11236
95023 -88905
20534 -50508
-56949 -53490
-81166 -83392
-70849 68022
-39431 -97122
-95813 -5138
12944 11335
-45729 72630
55324 -39532
60312 -99900
70515 79653
-31976 -87546
65592 69576
-77238 -8346
-37616 79200
99931 -83377
-68334 49960
88924 8396
42683 37276
-5224 -16888
52754 -87582
11686 45380
65695 -29801
-76041 -7214
-51936 19621
81776 83989
-8963 21219
55423 96018
57450 1379
-91561 58620
-71222 38021
1150 -23560
81055 -6437
-38663 23424
47020 -50728
-893 61055
91029 -57976
41486 -37232
-12707 -54124
8888 -62266
-93934 58368
38190 -79611
42769 -53899
-64878 78038
-928 -56883
68583 -97969
61723 -70363
84156 83622
13705 78624
76142 79302
-44822 -97169
70844 -77111
82429 36810
50114 -32399
230 81868
13426 -72112
-88476 13313
76737 -61763
-81192 38416
-88445 -7452
-6548 -46380
1603 -58874
86842 -29066
-68929 -53877
41805 84398
75771 92632
-45700 -39257
-96957 87625
6293 -34381
40246 71121
-4 53770
2762 22557
-35248 69620
-69064 -71720
97269 50350
-15275 89647
23665 56483
-50358 58689
66076 73
-56500 -22990
90669 4440
42454 85084
-6541 84227
32201 -42101
-24761 -19182
33573 17273
-20384 -82140
-92773 -13259
-183 -93928
22802 74271
84796 -69674
47360 61951
29742 66257
-8111 -41045
65949 79551
-91977 -25048
-29400 -96281
80103 -53101
-90968 99562
-93961 90677
-97707 8254
-65837 -34110
-28743 39698
-79451 -28157
53479 84817
-27809 -99835
-64588 -78665
12378 31177
73662 3113
-21525 -35443
85003 -43016
39123 37483
-22461 -76124
-71438 -15147
-62258 782
-69065 -46800
72765 -74345
81449 -94366
40581 -96652
-37471 9343
-73549 -47686
90979 22703
39354 50812
41064 36120
-17999 -51626
48875 41384
-11403 -84429
53415 68736
-30100 22968
67195 30238
-62760 -59145
44798 -59031
-2954 74670
83354 41790
2318 -26414
32023 50805
-27890 -77861
-10870 -79758
61100 56239
-42912 -95594
78087 12467
28918 -84130
76791 -8893
35655 -32455
80909 74022
85813 92904
-26475 -18060
96856 -91354
-70506 -46219
99855 15882
29470 80382
66832 79178
-6020 32340
38929 99041
48500 73820
-99174 81700
-52576 79918
-36887 -58748
14125 -37145
59582 -55367
57921 -946
-19758 51349
28625 -58383
63942 16141
-17073 -53056
-59057 -3122
71026 33267
-90078 -55465
44451 63383
15894 -21573
37551 -44947
77605 -59185
45127 37598
37834 -8293
-42833 97790
97023 -8428
45937 -94753
-76198 92029
3159 68226
-16163 37416
-14541 55186
-37215 -18086
-1245 37372
65853 -92577
-36107 59812
61 34340
-90093 -40915
-89791 57296
-10540 6592
96016 1590
-79998 49316
2371 63070
22173 15788
-23794 -55110
-82692 -71859
99131 54406
26372 54264
-6567 71024
-16899 30249
84725 -94956
19571 91447
56159 -25608
-21679 -7033
-53322 71131
-37811 30001
44461 1942
89790 5435
-10507 -66759
-71485 -11774
-2572 -5559
-64850 -33695
-45183 -53680
-92734 -74384
-24485 12007
-73619 -18599
83800 -47685
1411 -52185
19336 34639
-74883 56944
-69665 52442
80887 28527
-8669 -55621
-67308 87306
32718 54215
96082 33858
66302 49793
54599 -53828
43012 99404
50309 -13899
-72938 -97851
-49191 -11454
-69347 -45332
-7071 84942
79283 -51276
-56717 -47464
-37629 35440
75730 46187
-29469 -77958
-78732 65475
43025 -73960
91989 -40245
-85486 30768
21338 47004
1149 -63735
-67754 42788
4645 84250
31081 -5201
-82827 -71381
80995 -2084
-30375 -42629
57399 20625
22279 95016
-46796 -48419
56312 62921
75095 -62085
81997 12245
38991 -92292
66894 40786
27333 -98716
98344 -23918
57068 -97601
42970 11072
-85999 -31614
54580 55562
83479 -25174
31557 69027
-55235 -54079
-87708 42325
34908 71048
-65755 -2598
2164 48943
6102 63023
-58164 -6288
67945 23978
-24855 816
-42727 90618
13913 -9452
48708 -14979
85210 53328
-94175 -56776
56522 -6391
97378 18578
59621 63905
21485 -15070
50585 -26405
17492 30403
-94924 -85038
11928 87127
97437 90673
45600 60616
76989 71560
8236 76750
11535 -41336
6462 24783
33838 25957
44731 -97563
-14398 46948
-20040 -82421
-45054 -79351
41259 -97646
-28900 23030
13601 -93558
20160 57973
-5134 32703
-55312 81974
-81935 -44084
-65486 51133
44783 83818
-3229 -30885
72806 -83422
24259 77249
2588 46093
-8502 47336
-682 23666
-14622 -85050
-21528 -12042
-166 -68961
55153 -99711
-70001 98811
-82604 43534
-81715 -21326
-32931 11786
36515 24212
67816 -40896
38259 46697
98307 46549
-85842 -29654
-43034 97068
64450 -80675
42332 76186
76638 68772
-45168 7437
-38519 80612
26257 74323
51906 -44957
-95779 -63460
-29414 38323
99057 34547
39403 53255
-58780 72397
-81575 64684
-19692 17306
72734 -33302
-15480 -84354
21249 -69300
-60579 770
83419 -4088
-30606 -81094
-39705 -55195
-38132 -69787
-56566 87966
-51540 -13218
72359 -45997
-18999 70384
-76829 53476
-43239 23481
-74503 -73736
5295 -58356
-97740 -32641
88587 -60184
9393 -62770
-29724 -91430
-26740 31383
75412 58207
-38461 -20938
-98899 -5235
46304 -89062
-31157 80609
40266 -3332
11260 -66043
-31886 -2693
51835 -27657
37657 -40121
79667 -31551
-40989 98661
61492 71407
47169 36058
-22190 63824
-87910 43050
-86729 37105
31732 -791
34779 -62163
80208 -98148
75399 72707
67601 -67845
55128 -55768
35437 36718
98231 -24483
52143 -53161
-68837 80733
3679 -76411
-93606 -46305
-50347 -4579
-33850 27684
-18911 -80518
-15831 51072
54262 69845
41874 -54286
72839 -28741
-72432 3274
-24021 -49336
-59419 -93197
-13119 95031
-73478 96996
16171 -9847
97451 45426
75748 16421
-95346 92311
-64612 -37300
25028 97371
13493 29062
55133 86175
2781 -44460
-97004 55593
-65879 66988
2164 46062
6340 -33770
85571 -57652
-35971 -15935
43829 98411
-20848 -74417
-12759 66583
-18841 -55452
-46125 -66695
63416 49326
-26280 -64446
-45194 89476
-88308 -13275
-90038 73607
63284 -32704
42519 -73406
-90901 4319
77820 -22111
-986 35702
-81100 81653
53635 42010
85161 12771
98576 -33674
-61359 -85627
-90598 28459
19892 38523
-22177 12532
-4487 -76186
-56728 65298
-50723 48365
81713 -84673
-74388 40550
-92097 76229
-28749 -61990
45351 3744
-34615 12509
-639 -86779
-7795 57620
-94177 24209
16910 -8189
18848 -13759
-24937 70793
-56106 20982
-67723 90769
15464 -35551
78261 53560
-22417 67421
-196 43565
61242 -38560
-6114 96612
-13461 -40795
-11925 -74647
-95168 -33737
7827 92886
-37608 69566
21671 61694
81939 -41123
96028 93828
53204 20875
-78726 18273
-83878 -22677
9036 -31637
18689 89727
23198 84642
-13845 51046
-2835 59720
88497 36093
-31115 -27638
4086 -22952
39262 -1514
37669 -56911
-10396 56222
-34063 -10002
-9993 -21663
70834 -43031
21748 40411
-60820 -93876
36620 -48073
-56099 86675
-36790 2773
-79253 -36510
67706 36198
-54876 -29048
39310 38331
88083 98613
-58546 -33755
-66271 9912
-41488 98814
-2 38061
70917 21677
40769 87644
-46007 42319
99984 99438
52062 -19313
-9736 14594
4466 41967
-67855 -46345
-31897 96921
-79353 53574
-62530 74631
-53487 -39235
-14803 -21060
-95524 90593
92414 53182
1182 3704
66898 -57362
-12277 58147
11830 70253
95350 -94892
16048 -45487
-59612 -63537
84535 57968
30887 -12922
37290 -76254
33239 26856
-72120 -47573
-92153 51
75037 -39358
-40061 13195
-71570 81367
-33145 -98903
-56615 37484
-35107 51003
-11182 91088
-64971 -82905
-26091 79624
-52209 56860
-74354 -60317
62309 -6641
-39684 78784
-89161 -76874
-55538 26102
-65930 -10662
-25123 67880
90040 -47892
-49433 86
-57604 -51381
-16233 93409
23323 24038
-39571 52282
32946 80487
61781 94257
-86385 40198
35136 68115
92411 -86568
-45336 -58603
-7360 -25782
-29003 -19610
52306 76118
57797 -37050
98831 -37401
62388 8628
9844 34352
-49402 22445
83880 -48105
50554 88071
93907 87677
-67212 19275
20787 -5840
4307 15919
-55553 29301
-65991 -27280
96743 -6516
52301 -64085
-8814 33573
-17761 -62380
-86188 -20822
8616 77933
34679 -53783
-24093 -35115
-76912 -59291
-52935 -35678
53028 -71649
-85882 60042
-527 50994
95654 29071
39603 60139
94753 -42202
6619 9925
31041 -14304
27188 25750
-61025 29295
-24283 19449
-17095 85041
-81770 35793
55356 -58672
-92331 -84959
61146 68279
7427 -53753
74306 13657
7633 33048
-74971 -34272
39943 -43270
-20603 64108
51305 20489
-74139 87040
28190 2363
-1861 -58447
-57003 -69738
-65855 76134
-83865 75758
-27556 -26018
-4856 -91410
-49284 -38233
-58068 -11534
-8053 45303
66034 43149
13635 54585
42853 49198
37428 25655
-17325 77348
4078 -20687
-23235 86869
91433 68245
-56246 -48514
3078 48977
57986 -26146
43944 72600
90842 -28155
-17371 -80949
-60686 25932
55171 11190
-23541 -37414
61467 -87969
24708 -7420
-75458 23637
-76715 -3659
-95222 90777
28286 4419
27960 -63760
36236 33985
90470 -48507
-42120 25628
-4077 -44256
-14250 -77855
57924 -68983
65132 -25061
39623 -61584
9359 56359
-48747 97506
14318 19795
-56435 53260
-38946 -66679
-3777 99098
19576 -34330
65817 61799
37196 -53613
-12789 -24838
-90203 75814
33573 -40587
19503 94938
-11222 29316
33934 -44365
41319 -86873
78220 -40857
-20879 26512
65387 -80268
-37755 4986
79971 -41115
48299 -94636
73099 44836
92291 17399
60752 81483
41903 -69200
-40381 53026
-91021 22114
49022 -87667
-7490 -56068
19544 -31000
19023 24756
-62370 558
26765 -19299
-40580 -82215
42060 19721
57129 80543
54706 -96692
-59883 -36512
-12892 -54776
-47943 65702
98809 53664
78728 37818
81242 96794
32545 -76513
3811 92086
59732 90646
-1884 -86970
-65366 12461
-15471 -93429
-73630 64130
12491 31504
36187 -63158
-18364 94232
75655 50041
-12025 96894
6149 85415
28165 -13874
-68775 42151
-94411 -51558
-4367 55404
-17049 -20313
72173 84370
64720 59931
76559 65226
-9911 -25290
70157 -93111
1578 -68599
-97375 -63654
3679 -38944
-39644 -46649
-74983 -6587
-2111 -93460
45372 2409
-48318 -17887
86384 31840
-39331 -25234
-24127 54552
23462 25161
-17160 88708
-26898 7853
-42193 -55011
66548 34007
-55118 99829
-97402 52118
-99659 -66679
95449 42549
68298 34369
-56112 -48458
-7876 15516
20697 -93431
74580 -43292
DISPLAY_2D
SORT_2D descending
CLOSEST_2D
6428
-24436 70152
-24928 -67920
-18872 -11034
9295 75150
-9701 45580
58993 41709
46168 67809
-12364 -33004
-13988 -95121
27568 85354
-69843 -54843
-53685 52847
-23288 72016
-88185 54280
46458 -27897
91405 65142
73341 -8763
-14023 -27243
-39476 41780
70461 7141
-8917 -94716
79803 98988
68957 26559
-2187 -68613
-21848 -38893
-50799 -14833
-34808 8276
-25552 21168
62842 25458
-10276 -44047
-22277 -7609
-11892 71682
-44586 42016
-44278 55063
84459 1130
-86418 -87088
-63746 -42895
21279 -85937
45306 14491
-1876 11511
32923 -9775
-22118 16832
54975 -81036
-40604 -37370
-37134 23095
47079 84162
-15984 -41098
84466 82937
24626 -61891
-4384 28963
-83640 -52740
-71311 31287
-46680 64601
-27377 80514
40386 94927
78780 76849
-2899 -90564
-54391 79554
15173 81414
-9898 99318
